
# Waypoint History - Started at 2026-02-07 22:18:55 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:20:09 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:21:28 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:22:24 - Random Seed 1235
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(0.068286, -0.23901, -21.19),  cut
(0.068286, -0.23901, -21.30),  cut
(-0.423415, -0.857439, -2.20),  cut
(-0.42228, -0.876028, -2.20),  cut
(-0.423049, -0.895894, -2.20),  cut
(-0.423812, -0.9, -2.20),  cut
(-0.424589, -0.9, -2.20),  cut
(-0.425386, -0.9, -2.20),  cut
(-0.426205, -0.9, -2.20),  cut
(-0.427046, -0.9, -2.20),  cut
(-0.427787, -0.9, -2.20),  cut
(-0.367699, 0.555488, -2.20),  cut
(-0.367099, 0.571415, -2.20),  cut
(-0.366333, 0.591335, -2.20),  cut
(-0.365569, 0.611253, -2.20),  cut
(-0.364804, 0.63117, -2.20),  cut
(-0.364038, 0.651083, -2.20),  cut
(-0.363273, 0.670995, -2.20),  cut
(-0.362509, 0.690904, -2.20),  cut
(-0.361744, 0.710813, -2.20),  cut
(-0.360979, 0.73072, -2.20),  cut
(-0.360214, 0.750624, -2.20),  cut
(-0.35945, 0.770529, -2.20),  cut
(-0.358685, 0.790431, -2.20),  cut

# Waypoint History - Started at 2026-02-09 00:24:05 - Random Seed 1235

# Waypoint History - Started at 2026-02-09 00:24:06 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.67),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(0.068286, -0.23901, -21.19),  cut
(0.068286, -0.23901, -21.30),  cut
(-0.434689, 0.084758, -2.20),  cut
(-0.447507, 0.098159, -2.20),  cut
(-0.462927, 0.113511, -2.20),  cut
(-0.478647, 0.128192, -2.20),  cut
(0.068286, -0.23901, -27.25),  cut
(-0.471023, 0.14033, -8.39),  cut
(0.068286, -0.23901, -28.48),  cut
(0.068286, -0.23901, -28.60),  cut
(-0.439389, 0.141657, -21.45),  cut
(-0.453049, 0.153262, -21.45),  cut
(0.068286, -0.23901, -30.95),  cut
(-0.446288, 0.164252, -27.64),  cut
(-0.458182, 0.17638, -27.64),  cut
(0.068286, -0.23901, -33.08),  cut
(-0.450206, 0.187697, -33.08),  cut
(0.068286, -0.23901, -34.09),  cut
(0.068286, -0.23901, -34.18),  cut
(-0.434236, 0.178571, -34.18),  cut
(-0.444676, 0.191143, -34.18),  cut
(0.068286, -0.23901, -35.81),  cut
(-0.442897, 0.19852, -35.81),  cut
(0.068286, -0.23901, -36.57),  cut
(-0.440011, 0.201883, -36.57),  cut
(0.068286, -0.23901, -37.27),  cut
(0.068286, -0.23901, -37.34),  cut
(0.068286, -0.23901, -37.34),  cut
(0.068286, -0.23901, -37.34),  cut
(0.068286, -0.23901, -37.34),  cut
(0.068286, -0.23901, -37.34),  cut
(-0.362492, 0.140942, -37.34),  cut
(-0.37051, 0.155013, -37.34),  cut
(0.068286, -0.23901, -38.63),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.068286, -0.23901, -38.70),  cut
(0.26255, -0.500685, -49.78),  cut
(0.005967, -0.393755, -87.74),  cut
(0.005967, -0.393755, -88.08),  cut
(0.005967, -0.393755, -88.08),  cut
(0.005967, -0.393755, -88.08),  cut
(0.005967, -0.393755, -88.08),  cut
(0.26255, -0.500685, -39.46),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.26255, -0.500685, -39.21),  cut
(0.456213, -0.510176, -14.82),  cut
(0.456213, -0.510176, -14.64),  cut
(0.456213, -0.510176, -14.64),  cut
(0.456213, -0.510176, -14.64),  cut
(0.456213, -0.510176, -14.64),  cut
(0.456213, -0.510176, -14.65),  cut
(0.456213, -0.510176, -14.64),  cut
(0.456213, -0.510176, -14.64),  cut
(0.644284, -0.537961, -10.80),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.644284, -0.537961, -10.78),  cut
(0.738868, -0.596997, -21.52),  cut
(0.738868, -0.596997, -21.62),  cut
(0.738868, -0.596997, -21.62),  cut
(0.738868, -0.596997, -21.62),  cut
(0.738868, -0.596997, -21.62),  reached
(0.738868, -0.596997, 157.38),  cut
(0.9, -0.445645, 33.81),  cut
(0.9, -0.44947, 31.89),  cut
(0.9, -0.453294, 29.67),  cut
(0.9, -0.457119, 27.17),  cut
(0.9, -0.459538, 25.07),  cut
(0.9, -0.46055, 23.38),  cut
(0.9, -0.461562, 21.31),  cut
(0.9, -0.462575, 18.67),  reached
(0.86, -0.462575, 18.67),  reached
(0.86, -0.462575, 197.67),  cut
(0.727592, 0.265268, 100.31),  cut
(0.717297, -0.059374, 109.89),  cut
(0.699474, -0.132496, 117.20),  cut
(0.697904, -0.133962, 117.62),  cut
(0.696334, -0.135428, 118.04),  cut
(0.694764, -0.136893, 118.48),  cut
(0.693195, -0.138359, 118.97),  cut
(0.691625, -0.139825, 119.50),  cut
(0.690055, -0.141291, 120.08),  cut
(0.688486, -0.142757, 120.73),  cut
(0.686916, -0.144223, 121.46),  cut
(0.685346, -0.145689, 122.30),  cut
(0.683777, -0.147155, 123.28),  cut
(0.671998, -0.107134, 118.51),  cut
(0.668455, -0.107226, 119.87),  cut
(0.664932, -0.059203, 111.99),  cut
(0.661192, -0.059191, 113.38),  cut
(0.657452, -0.059179, 115.11),  cut
(0.71966, 0.034837, 83.07),  cut
(0.71966, 0.034837, 82.74),  cut
(0.71966, 0.034837, 82.74),  cut
(0.71966, 0.034837, 82.74),  cut
(0.727592, 0.265268, 86.41),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.727592, 0.265268, 86.43),  cut
(0.641461, 0.289339, 124.78),  cut
(0.641586, 0.292966, 124.28),  cut
(0.753725, 0.476954, 78.82),  cut
(0.753725, 0.476954, 78.52),  cut
(0.753725, 0.476954, 78.52),  cut
(0.753725, 0.476954, 78.52),  cut
(0.753725, 0.476954, 78.52),  cut
(0.753725, 0.476954, 78.52),  cut
(0.753725, 0.476954, 78.52),  cut
(0.753725, 0.476954, 78.52),  cut
(0.753725, 0.476954, 78.52),  cut
(0.665858, 0.824726, 98.84),  cut
(0.661905, 0.822566, 99.50),  cut
(0.657953, 0.820405, 100.11),  cut
(0.654, 0.818245, 100.75),  cut
(0.650048, 0.816085, 101.43),  cut
(0.646096, 0.813925, 102.16),  cut
(0.642143, 0.811765, 102.94),  cut
(0.638191, 0.809604, 103.78),  cut
(0.634238, 0.807444, 104.69),  cut
(0.630286, 0.805284, 105.67),  cut
(0.626333, 0.803124, 106.75),  cut
(0.622381, 0.800964, 107.94),  cut
(0.618429, 0.798803, 109.27),  cut
(0.614476, 0.796643, 110.76),  cut
(0.610524, 0.794483, 112.46),  cut
(0.606571, 0.792323, 114.44),  reached
(0.606571, 0.792323, 293.44),  cut
(0.057883, 0.802785, 178.91),  cut
(0.057883, 0.802785, 178.91),  cut
(0.057883, 0.802785, 178.91),  cut
(0.057883, 0.802785, 178.91),  cut
(0.34262, 0.710557, -155.88),  cut
(0.342511, 0.70804, -154.95),  cut
(0.342403, 0.705523, -154.17),  cut
(0.342294, 0.703006, -153.30),  cut
(0.342185, 0.700489, -152.31),  cut
(0.057883, 0.802785, 172.26),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(0.057883, 0.802785, 172.08),  cut
(-0.106873, 0.671071, -156.37),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.106873, 0.671071, -156.17),  cut
(-0.267672, 0.762947, 167.55),  cut
(-0.267672, 0.762947, 167.28),  cut
(-0.267672, 0.762947, 167.28),  cut
(-0.267672, 0.762947, 167.28),  cut
(-0.267672, 0.762947, 167.28),  cut
(-0.267672, 0.762947, 167.28),  cut
(-0.267672, 0.762947, 167.28),  cut
(-0.267672, 0.762947, 167.28),  cut
(-0.817145, 0.9, 159.92),  cut
(-0.813586, 0.9, 159.72),  cut
(-0.810028, 0.9, 159.51),  cut
(-0.80647, 0.9, 159.29),  cut
(-0.802911, 0.9, 159.05),  cut
(-0.799353, 0.9, 158.79),  cut
(-0.795795, 0.9, 158.52),  cut
(-0.792237, 0.9, 158.22),  cut
(-0.788678, 0.9, 157.90),  cut
(-0.78512, 0.9, 157.55),  cut
(-0.781562, 0.9, 157.17),  cut
(-0.778004, 0.9, 156.75),  cut
(-0.774445, 0.9, 156.29),  cut
(-0.770887, 0.9, 155.78),  cut
(-0.767329, 0.9, 155.20),  cut
(-0.76377, 0.9, 154.56),  cut
(-0.760212, 0.9, 153.83),  cut
(-0.756654, 0.9, 152.99),  cut
(-0.753096, 0.9, 152.01),  cut
(-0.749537, 0.9, 150.86),  cut
(-0.745979, 0.9, 149.48),  cut
(-0.742421, 0.9, 147.79),  cut
(-0.738863, 0.9, 145.68),  cut
(-0.735304, 0.9, 142.94),  cut
(-0.731746, 0.9, 139.27),  reached
(-0.731746, 0.86, 139.27),  reached
(-0.731746, 0.86, 318.27),  cut
(-0.84647, 0.189203, -99.71),  cut
(-0.84647, 0.189203, -99.71),  cut
(-0.84647, 0.189203, -99.71),  cut
(-0.84647, 0.189203, -99.71),  cut
(-0.603438, 0.357426, -71.62),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.603438, 0.357426, -71.50),  cut
(-0.540204, 0.560572, -71.50),  reached
(-0.540204, 0.560572, 107.50),  reached
(-0.540204, 0.560572, 286.50),  cut
(-0.84647, 0.189203, -129.51),  cut
(-0.84647, 0.189203, -129.51),  cut
(-0.84647, 0.189203, -129.51),  cut
(-0.84647, 0.189203, -129.51),  cut
(-0.84647, 0.189203, -129.51),  cut
(-0.512524, 0.604942, -136.30),  cut
(-0.504139, 0.618648, -136.30),  cut
(-0.493302, 0.635497, -136.30),  cut
(-0.485159, 0.65421, -136.30),  cut
(-0.494696, 0.682551, -136.30),  cut
(-0.511087, 0.709627, -136.30),  cut
(-0.532981, 0.733433, -136.30),  cut
(-0.84647, 0.189203, -126.27),  cut
(-0.84647, 0.189203, -126.16),  cut
(-0.84647, 0.189203, -126.16),  cut
(-0.84647, 0.189203, -126.16),  cut
(-0.698258, 0.644588, -126.16),  cut
(-0.84647, 0.189203, -123.82),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  cut
(-0.84647, 0.189203, -123.57),  reached
(-0.845981, 0.18994, 55.43),  reached
(-0.845981, 0.18994, 234.43),  reached
(0.0, 0.5, -90.00),  cut
(-0.252936, 0.542367, -90.00),  cut
(-0.220558, 0.552184, -90.00),  cut
(-0.181177, 0.552268, -90.00),  cut
(-0.138563, 0.53693, -90.00),  cut
(-0.10086, 0.505425, -90.00),  cut
(-0.075289, 0.464082, -90.00),  cut
(-0.075244, 0.542076, -90.00),  cut
(-0.057597, 0.550921, -90.00),  cut
(-0.292335, 0.398959, -90.00),  cut
(-0.293649, 0.375247, -90.00),  cut
(-0.306709, 0.359963, -90.00),  cut
(-0.318592, 0.343512, -90.00),  cut
(-0.331182, 0.327846, -90.00),  cut
(-0.344059, 0.312487, -90.00),  cut
(-0.357062, 0.297258, -90.00),  cut
(-0.368301, 0.280432, -90.00),  cut
(-0.379724, 0.263845, -90.00),  cut
(-0.388546, 0.245171, -90.00),  cut
(-0.397416, 0.226742, -90.00),  cut
(-0.411647, 0.212452, -90.00),  cut
(-0.432366, 0.20377, -90.00),  cut
(-0.45269, 0.195634, -90.00),  cut
(-0.474255, 0.189725, -90.00),  cut
(-0.495231, 0.184078, -90.00),  cut
(-0.510985, 0.171752, -90.00),  cut
(-0.52741, 0.160325, -90.00),  cut
(-0.544231, 0.149449, -90.00),  cut
(-0.56098, 0.138485, -90.00),  cut
(-0.577679, 0.127457, -90.00),  cut
(-0.594336, 0.116375, -90.00),  cut
(-0.610956, 0.105242, -90.00),  cut
(-0.62731, 0.093729, -90.00),  cut
(-0.643826, 0.082447, -90.00),  cut
(-0.660246, 0.071029, -90.00),  cut
(-0.676569, 0.059472, -90.00),  cut
(-0.692726, 0.047678, -90.00),  cut
(-0.238677, -0.547512, -62.57),  cut
(-0.238677, -0.547512, -62.42),  cut
(-0.238677, -0.547512, -62.42),  cut
(-0.238677, -0.547512, -62.42),  cut

# Waypoint History - Started at 2026-02-09 00:30:53 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.67),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(0.068286, -0.23901, -21.19),  cut
(0.068286, -0.23901, -21.30),  cut
(-0.302373, -0.178975, -2.20),  reached
(-0.217427, -0.302604, -2.20),  reached
(-0.134335, -0.427487, -2.20),  reached
(-0.05196, -0.552844, -2.20),  reached
(0.105775, -0.697821, -42.59),  cut
(0.105775, -0.697821, -42.59),  cut
(0.105775, -0.697821, -42.59),  cut
(0.105775, -0.697821, -42.59),  cut
(0.105775, -0.697821, -42.59),  cut
(0.105775, -0.697821, -42.59),  cut
(0.427874, -0.846863, -28.59),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.427874, -0.846863, -28.53),  cut
(0.669609, -0.809621, -2.41),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  cut
(0.669609, -0.809621, -2.26),  reached
(0.669609, -0.809621, 176.74),  cut
(0.868382, -0.361499, 66.08),  cut
(0.738868, -0.596997, 72.47),  cut
(0.738868, -0.596997, 72.53),  cut
(0.738868, -0.596997, 72.53),  cut
(0.738868, -0.596997, 72.53),  cut
(0.738868, -0.596997, 72.53),  cut
(0.613452, -0.399744, 107.44),  cut
(0.644284, -0.537961, 112.38),  cut
(0.644284, -0.537961, 112.44),  cut
(0.646661, -0.400056, 99.51),  cut
(0.657731, -0.40016, 96.61),  cut
(0.6688, -0.400264, 93.47),  cut
(0.67987, -0.400368, 89.96),  cut
(0.69094, -0.400472, 86.01),  cut
(0.702009, -0.400576, 81.55),  cut
(0.713079, -0.40068, 76.47),  cut
(0.702707, -0.1295, 87.79),  cut
(0.702707, -0.1295, 87.85),  cut
(0.702707, -0.1295, 87.85),  cut
(0.702707, -0.1295, 87.85),  cut
(0.702707, -0.1295, 87.85),  cut
(0.637706, -0.263593, 87.85),  reached
(0.576363, -0.12671, 87.85),  reached

# Waypoint History - Started at 2026-02-09 00:31:54 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.67),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(0.068286, -0.23901, -21.19),  cut
(0.068286, -0.23901, -21.30),  cut
(-0.243015, -0.068132, -2.20),  reached
(-0.093038, -0.070778, -2.20),  reached
(0.056914, -0.066988, -2.20),  reached
(0.512905, 0.173912, 27.85),  cut
(0.512905, 0.173912, 27.85),  cut
(0.512905, 0.173912, 27.85),  cut
(0.512905, 0.173912, 27.85),  cut
(0.512905, 0.173912, 27.85),  cut
(0.512905, 0.173912, 27.85),  cut
(0.512905, 0.173912, 27.85),  cut
(0.303085, 0.081655, 27.85),  reached
(0.417566, 0.178578, 27.85),  reached
(0.535203, 0.271645, 27.85),  reached
(0.66237, 0.351198, 27.85),  reached
(0.79501, 0.421245, 27.85),  reached
(0.85688, 0.53105, 60.60),  cut
(0.874563, 0.540393, 55.65),  cut
(0.892247, 0.549737, 51.24),  cut
(0.9, 0.55908, 47.45),  cut
(0.9, 0.568423, 43.68),  cut
(0.9, 0.577766, 39.38),  cut
(0.9, 0.587109, 34.57),  cut
(0.9, 0.596452, 29.36),  cut
(0.9, 0.604852, 25.56),  reached
(0.86, 0.604852, 25.56),  reached
(0.86, 0.604852, 204.56),  cut
(0.9, 0.9, 72.79),  cut
(0.9, 0.9, 73.12),  cut
(0.9, 0.9, 73.41),  cut
(0.9, 0.9, 73.74),  cut

# Waypoint History - Started at 2026-02-09 11:30:22 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.67),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(0.068286, -0.23901, -21.19),  cut
(0.068286, -0.23901, -21.30),  cut

# Waypoint History - Started at 2026-02-09 11:31:18 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.67),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(-0.340755, -0.028687, 10.86),  cut
(0.068286, -0.23901, -21.19),  cut
(0.068286, -0.23901, -21.30),  cut
(-0.54275, -0.05853, -2.20),  reached
(-0.340187, -0.196128, -34.19),  cut
(-0.340187, -0.196128, -34.19),  cut
(-0.340187, -0.196128, -34.19),  cut
(-0.340187, -0.196128, -34.19),  cut
(-0.611413, -0.033353, -29.01),  reached
(-0.388928, -0.209961, -38.44),  cut
(-0.398181, -0.212405, -40.13),  cut
(-0.407433, -0.21485, -42.05),  cut
(-0.416686, -0.217294, -44.26),  cut
(-0.425938, -0.219739, -46.82),  cut
(-0.435191, -0.222183, -49.84),  cut
(-0.627764, -0.004186, -49.84),  reached
(-0.518463, -0.244184, -65.51),  cut
(-0.527715, -0.246628, -67.73),  cut
(-0.536968, -0.249073, -70.18),  cut
(-0.54622, -0.251517, -72.90),  cut
(-0.555473, -0.253962, -75.93),  cut
(-0.564725, -0.256406, -79.33),  cut
(-0.573978, -0.258851, -83.17),  cut
(-0.58323, -0.261295, -87.55),  cut
(-0.613847, -0.303427, -87.55),  reached
(-0.653819, -0.448003, -87.55),  reached
(-0.693746, -0.592592, -87.55),  reached
(-0.693746, -0.592592, 91.45),  cut
(-0.493628, -0.690209, -26.00),  cut
(-0.493628, -0.690209, -26.00),  cut
(-0.493628, -0.690209, -26.00),  cut
(-0.493628, -0.690209, -26.00),  cut
(-0.493628, -0.690209, -26.00),  cut
(-0.493628, -0.690209, -26.00),  cut
(-0.422911, -0.728807, -27.14),  cut
(-0.422911, -0.728807, -27.16),  cut
(-0.422911, -0.728807, -27.16),  cut
(-0.422911, -0.728807, -27.16),  cut
(-0.157079, -0.685935, -0.82),  cut
(-0.157079, -0.685935, -0.68),  cut
(-0.238677, -0.547512, 29.50),  cut
(-0.238677, -0.547512, 29.71),  cut
(-0.238677, -0.547512, 29.71),  cut
(-0.238677, -0.547512, 29.71),  cut
(-0.238677, -0.547512, 29.71),  cut
