
# Waypoint History - Started at 2026-02-07 22:18:55 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:20:09 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:21:28 - Random Seed 1235

# Waypoint History - Started at 2026-02-07 22:22:24 - Random Seed 1235
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.267672, 0.762947, 170.51),  cut
(-0.603438, 0.357426, -138.16),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.603438, 0.357426, -138.07),  cut
(-0.84647, 0.189203, -143.28),  cut
(-0.874706, 0.560314, 180.00),  cut
(-0.872379, 0.55691, 180.00),  cut
(-0.870052, 0.553506, 180.00),  cut
(-0.867725, 0.550103, 180.00),  cut
(-0.865398, 0.546699, 180.00),  cut
(-0.863071, 0.543295, 180.00),  cut
(-0.860744, 0.539892, 180.00),  cut
(-0.858417, 0.536488, 162.09),  cut
(-0.85609, 0.533085, 162.67),  cut
(-0.853763, 0.529681, 163.30),  cut
(-0.851436, 0.526277, 163.98),  cut
(-0.849109, 0.522874, 164.72),  cut
(-0.846781, 0.51947, 165.53),  cut
(-0.844454, 0.516067, 166.42),  cut
(-0.842127, 0.512663, 167.42),  cut
(-0.8398, 0.509259, 168.55),  cut
(-0.837473, 0.505856, 169.83),  cut
(-0.721768, 0.485121, 348.83),  cut
(-0.722908, 0.485325, 355.02),  cut
(-0.722904, 0.485324, 1.89),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.84647, 0.189203, -112.65),  cut
(-0.805623, 0.287091, 66.35),  cut
(-0.806069, 0.286022, 72.54),  cut
(-0.806068, 0.286026, 79.41),  cut
(-0.806068, 0.286026, 86.29),  cut
(-0.806068, 0.286026, 93.16),  cut
(-0.24413, 0.066772, -21.31),  cut
(-0.243535, 0.068272, -21.16),  cut
(-0.24294, 0.069773, -21.00),  cut
(-0.242345, 0.071273, -20.84),  cut
(-0.24175, 0.072774, -20.67),  cut
(-0.241155, 0.074275, -20.50),  cut
(-0.24056, 0.075775, -20.32),  cut
(-0.239965, 0.077276, -20.15),  cut
(-0.23937, 0.078776, -19.96),  cut
(-0.238775, 0.080277, -19.78),  cut
(-0.23818, 0.081778, -19.59),  cut
(-0.237585, 0.083278, -19.39),  cut
(-0.236991, 0.084779, -19.19),  cut
(-0.236396, 0.086279, -18.98),  cut
(-0.235801, 0.08778, -18.77),  cut
(-0.235206, 0.089281, -18.55),  cut
(-0.234611, 0.090781, -18.33),  cut
(-0.234016, 0.092282, -18.10),  cut
(-0.233421, 0.093782, -17.86),  cut
(-0.232826, 0.095283, -17.62),  cut
(-0.232231, 0.096784, -17.36),  cut
(-0.231636, 0.098284, -17.10),  cut
(-0.231041, 0.099785, -16.83),  cut
(-0.230446, 0.101285, -16.55),  cut
(-0.229851, 0.102786, -16.26),  cut
(-0.229256, 0.104286, -15.96),  cut
(-0.228661, 0.105787, -15.64),  cut
(-0.228066, 0.107288, -15.32),  cut
(-0.227471, 0.108788, -14.98),  cut
(-0.226876, 0.110289, -14.62),  cut
(-0.226281, 0.111789, -14.25),  cut
(-0.225686, 0.11329, -13.86),  cut
(-0.225091, 0.114791, -13.44),  cut
(-0.224496, 0.116291, -13.01),  cut
(-0.223901, 0.117792, -12.55),  cut
(-0.223307, 0.119292, -12.06),  cut
(-0.222712, 0.120793, -11.54),  cut
(-0.222117, 0.122294, -10.99),  cut
(-0.221522, 0.123794, -10.39),  cut
(-0.220927, 0.125295, -9.75),  cut
(-0.220332, 0.126795, -9.04),  cut
(-0.219737, 0.128296, -8.27),  cut
(0.068286, -0.23901, -44.22),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.068286, -0.23901, -44.29),  cut
(0.164221, -0.845949, -75.38),  cut
(0.161136, -0.84461, -75.65),  cut
(0.158051, -0.843272, -75.87),  cut
(0.154965, -0.841934, -76.10),  cut
(0.15188, -0.840595, -76.34),  cut
(0.148795, -0.839257, -76.58),  cut
(0.14571, -0.837918, -76.82),  cut
(0.142625, -0.83658, -77.07),  cut
(0.13954, -0.835242, -77.33),  cut
(0.136454, -0.833903, -77.60),  cut
(0.133369, -0.832565, -77.87),  cut
(0.130284, -0.831227, -78.16),  cut
(0.127199, -0.829888, -78.44),  cut
(0.124114, -0.82855, -78.74),  cut
(0.121029, -0.827212, -79.05),  cut
(0.117943, -0.825873, -79.37),  cut
(0.114858, -0.824535, -79.70),  cut
(0.111773, -0.823196, -80.03),  cut
(0.108688, -0.821858, -80.39),  cut
(0.105603, -0.82052, -80.75),  cut
(0.102518, -0.819181, -81.12),  cut
(0.099432, -0.817843, -81.51),  cut
(0.096347, -0.816505, -81.92),  cut
(0.093262, -0.815166, -82.34),  cut
(0.090177, -0.813828, -82.78),  cut
(0.087092, -0.81249, -83.23),  cut
(0.084007, -0.811151, -83.71),  cut
(0.080921, -0.809813, -84.21),  cut
(0.077836, -0.808474, -84.73),  cut
(0.074751, -0.807136, -85.28),  cut
(0.071666, -0.805798, -85.85),  cut
(0.068581, -0.804459, -86.46),  cut
(0.065496, -0.803121, -87.10),  cut
(0.06241, -0.801783, -87.78),  cut
(0.059325, -0.800444, -88.50),  cut
(0.05624, -0.799106, -89.27),  cut
(0.053155, -0.797767, -90.09),  cut
(0.05007, -0.796429, -90.97),  cut
(0.046985, -0.795091, -91.92),  cut
(0.043899, -0.793752, -92.95),  cut
(0.040814, -0.792414, -94.07),  cut
(0.037729, -0.791076, -95.30),  cut
(0.034644, -0.789737, -96.65),  cut
(0.031559, -0.788399, -98.16),  cut
(0.047378, -0.678315, 80.84),  cut
(0.047213, -0.679462, 87.03),  cut
(0.047213, -0.679458, 93.90),  cut
(0.047213, -0.679458, 100.78),  cut
(0.047213, -0.679458, 107.65),  cut
(0.047213, -0.679458, 114.53),  cut
(0.047213, -0.679458, 121.40),  cut
(0.047213, -0.679458, 128.28),  cut
(0.047213, -0.679458, 135.15),  cut
(0.047213, -0.679458, 142.03),  cut
(0.047213, -0.679458, 148.90),  cut
(0.047213, -0.679458, 155.78),  cut
(0.047213, -0.679458, 162.66),  cut
(0.047213, -0.679458, 169.53),  cut
(0.047213, -0.679458, 176.41),  cut
(0.047213, -0.679458, 183.28),  cut
(0.047213, -0.679458, 190.16),  cut
(0.047213, -0.679458, 197.03),  cut
(0.047213, -0.679458, 203.91),  cut
(0.047213, -0.679458, 210.78),  cut
(0.047213, -0.679458, 217.66),  cut
(0.047213, -0.679458, 224.54),  cut
(0.047213, -0.679458, 231.41),  cut
(0.047213, -0.679458, 238.29),  cut
(0.047213, -0.679458, 245.16),  cut
(0.047213, -0.679458, 252.04),  cut
(0.047213, -0.679458, 258.91),  cut
(0.047213, -0.679458, 265.79),  cut
(0.047213, -0.679458, 272.66),  cut
(0.047213, -0.679458, 279.54),  cut
(0.047213, -0.679458, 286.41),  cut
(0.047213, -0.679458, 293.29),  cut
(0.047213, -0.679458, 300.17),  cut
(0.047213, -0.679458, 307.04),  cut
(0.047213, -0.679458, 313.92),  cut
(0.047213, -0.679458, 320.79),  cut
(0.047213, -0.679458, 327.67),  cut
(0.047213, -0.679458, 334.54),  cut
(0.047213, -0.679458, 341.42),  cut
(0.047213, -0.679458, 348.29),  cut
(0.047213, -0.679458, 355.17),  cut
(0.047213, -0.679458, 2.05),  cut
(0.047213, -0.679458, 8.92),  cut
(0.047213, -0.679458, 15.80),  cut
(0.047213, -0.679458, 22.67),  cut
(0.047213, -0.679458, 29.55),  cut
(0.047213, -0.679458, 36.42),  cut
(0.047213, -0.679458, 43.30),  cut
(0.047213, -0.679458, 50.17),  cut
(0.047213, -0.679458, 57.05),  cut
(0.047213, -0.679458, 63.92),  cut
(0.047213, -0.679458, 70.80),  cut
(0.047213, -0.679458, 77.68),  cut
(0.047213, -0.679458, 84.55),  cut
(0.047213, -0.679458, 91.43),  cut
(0.047213, -0.679458, 98.30),  cut
(0.047213, -0.679458, 105.18),  cut
(0.047213, -0.679458, 112.05),  cut
(0.047213, -0.679458, 118.93),  cut
(0.047213, -0.679458, 125.80),  cut
(0.047213, -0.679458, 132.68),  cut
(0.047213, -0.679458, 139.56),  cut
(0.047213, -0.679458, 146.43),  cut
(0.047213, -0.679458, 153.31),  cut
(0.047213, -0.679458, 160.18),  cut
(0.047213, -0.679458, 167.06),  cut
(0.047213, -0.679458, 173.93),  cut
(0.047213, -0.679458, 180.81),  cut
(0.047213, -0.679458, 187.68),  cut
(0.047213, -0.679458, 194.56),  cut
(0.047213, -0.679458, 201.43),  cut
(0.047213, -0.679458, 208.31),  cut
(0.047213, -0.679458, 215.19),  cut
(0.047213, -0.679458, 222.06),  cut
(0.047213, -0.679458, 228.94),  cut
(0.047213, -0.679458, 235.81),  cut
(0.047213, -0.679458, 242.69),  cut
(0.047213, -0.679458, 249.56),  cut
(0.047213, -0.679458, 256.44),  cut
(0.047213, -0.679458, 263.31),  cut
(0.047213, -0.679458, 270.19),  cut
(0.047213, -0.679458, 277.06),  cut
(0.047213, -0.679458, 283.94),  cut
(0.047213, -0.679458, 290.82),  cut
(0.047213, -0.679458, 297.69),  cut
(0.047213, -0.679458, 304.57),  cut
(0.047213, -0.679458, 311.44),  cut
(0.047213, -0.679458, 318.32),  cut
(0.047213, -0.679458, 325.19),  cut
(0.047213, -0.679458, 332.07),  cut
(0.047213, -0.679458, 338.94),  cut
(0.047213, -0.679458, 345.82),  cut
(0.047213, -0.679458, 352.70),  cut
(0.047213, -0.679458, -0.43),  cut
(0.047213, -0.679458, 6.45),  cut
(0.047213, -0.679458, 13.32),  cut
(0.047213, -0.679458, 20.20),  cut
(0.047213, -0.679458, 27.07),  cut

# Waypoint History - Started at 2026-02-07 23:04:15 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.38),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(0.068286, -0.23901, -20.95),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.068286, -0.23901, -21.17),  cut
(0.005967, -0.393755, -80.83),  cut
(0.005967, -0.393755, -81.87),  cut
(0.005967, -0.393755, -81.87),  cut
(0.006452, -0.403695, -82.25),  cut
(0.013062, -0.417221, -80.16),  cut
(-0.102914, -0.619888, -107.98),  cut
(-0.102914, -0.619888, -108.22),  cut
(-0.102914, -0.619888, -108.22),  cut
(-0.102914, -0.619888, -108.22),  cut
(-0.102914, -0.619888, -108.22),  cut
(-0.102914, -0.619888, -108.22),  cut
(-0.157079, -0.685935, -119.10),  cut
(-0.157079, -0.685935, -119.38),  cut
(0.038795, -0.809441, -51.64),  cut
(0.038795, -0.809441, -50.79),  cut
(0.038795, -0.809441, -50.79),  cut
(0.038795, -0.809441, -50.79),  cut
(0.038835, -0.810082, -50.95),  cut
(-0.029508, -0.72584, 102.14),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.427874, -0.846863, -14.62),  cut
(0.669609, -0.809621, 3.34),  cut
(0.669609, -0.809621, 3.57),  cut
(0.669609, -0.809621, 3.57),  cut
(0.669609, -0.809621, 3.57),  cut
(0.669609, -0.809621, 3.57),  cut
(0.738868, -0.596997, 50.07),  cut
(0.738868, -0.596997, 50.65),  cut
(0.738868, -0.596997, 50.65),  cut
(0.738868, -0.596997, 50.65),  cut
(0.741187, -0.25058, 79.39),  cut
(0.745573, -0.254405, 78.94),  cut
(0.749959, -0.25823, 78.15),  cut
(0.754345, -0.262055, 77.24),  cut
(0.758731, -0.26588, 76.19),  cut
(0.763117, -0.269704, 74.94),  cut
(0.767503, -0.273529, 73.40),  cut
(0.771889, -0.277354, 71.41),  cut
(0.702707, -0.1295, 97.21),  cut
(0.702707, -0.1295, 97.61),  cut
(0.702707, -0.1295, 97.61),  cut
(0.702707, -0.1295, 97.61),  cut
(0.702707, -0.1295, 97.61),  cut
(0.702707, -0.1295, 97.61),  cut
(0.71966, 0.034837, 89.78),  cut
(0.9, -0.093002, 0.00),  cut
(0.9, -0.093233, 0.00),  cut
(0.9, -0.093464, 0.00),  cut
(0.9, -0.093695, 0.00),  cut
(0.9, -0.093926, 0.00),  cut
(0.9, -0.094157, 0.00),  cut
(0.9, -0.094388, 0.00),  cut
(0.899231, -0.094619, 0.00),  cut
(0.895534, -0.09485, 0.00),  cut
(0.891836, -0.095081, 0.00),  cut
(0.893091, -0.059948, 0.00),  cut
(0.897535, -0.057663, 0.00),  cut
(0.9, -0.05335, 0.00),  cut
(0.9, -0.049584, 0.00),  cut
(0.9, -0.04588, 0.00),  cut
(0.9, -0.042178, 0.00),  cut
(0.9, -0.038476, 0.00),  cut
(0.9, -0.035804, 0.00),  cut
(0.9, -0.033818, 0.00),  cut
(0.86, -0.074591, 0.00),  cut
(0.86, -0.074256, 0.00),  reached
(0.86, -0.074256, 179.00),  cut
(0.86, -0.074256, 185.19),  cut
(0.86, -0.074256, 192.06),  cut
(0.86, -0.074256, 198.94),  cut
(0.86, -0.074256, 205.81),  cut
(0.86, -0.074256, 212.69),  cut
(0.86, -0.074256, 219.57),  cut
(0.753725, 0.476954, 100.91),  cut
(0.727592, 0.265268, 111.62),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.727592, 0.265268, 111.66),  cut
(0.641461, 0.289339, 136.18),  cut
(0.641461, 0.289339, 136.35),  cut
(0.641461, 0.289339, 136.35),  cut
(0.641461, 0.289339, 136.35),  cut
(0.641461, 0.289339, 136.35),  cut
(0.641461, 0.289339, 136.35),  cut
(0.753725, 0.476954, 81.08),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.753725, 0.476954, 80.86),  cut
(0.450478, 0.618444, 139.58),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.450478, 0.618444, 139.74),  cut
(0.346861, 0.808716, 125.80),  cut
(0.346752, 0.806199, 126.04),  cut
(0.346644, 0.803682, 126.34),  cut
(0.346535, 0.801165, 126.66),  cut
(0.346426, 0.798648, 127.00),  cut
(0.346317, 0.796131, 127.36),  cut
(0.346209, 0.793614, 127.75),  cut
(0.3461, 0.791097, 128.16),  cut
(0.345991, 0.788581, 128.60),  cut
(0.345882, 0.786064, 129.08),  cut
(0.345774, 0.783547, 129.60),  cut
(0.345665, 0.78103, 130.17),  cut
(0.345556, 0.778513, 130.79),  cut
(0.345447, 0.775996, 131.48),  cut
(0.345339, 0.773479, 132.26),  cut
(0.057883, 0.802785, 162.35),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(0.057883, 0.802785, 162.44),  cut
(-0.106873, 0.671071, -159.83),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.106873, 0.671071, -159.69),  cut
(-0.267672, 0.762947, 168.13),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.267672, 0.762947, 167.99),  cut
(-0.603438, 0.357426, -138.32),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.603438, 0.357426, -138.22),  cut
(-0.497561, 0.029947, -86.75),  cut
(-0.493407, 0.02239, -86.09),  cut
(-0.84647, 0.189203, -146.17),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut
(-0.84647, 0.189203, -146.33),  cut

# Waypoint History - Started at 2026-02-07 23:04:59 - Random Seed 1235
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.611283, -0.144046, -26.52),  cut
(-0.340755, -0.028687, 10.38),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
(-0.340755, -0.028687, 10.49),  cut
